permutation_index,random_label_top1,random_label_mrr,matched_task_side_top1,matched_task_side_mrr
32,0.0303030303030303,0.2179310588401497,0.0303030303030303,0.2996151996151995
33,0.0909090909090909,0.2434131525040616,0.0303030303030303,0.3171476671476671
34,0.0303030303030303,0.1898909171636444,0.0,0.3115199615199615
35,0.0,0.1700477973205245,0.0303030303030303,0.2966570466570467
36,0.0,0.1591899682808773,0.0606060606060606,0.3311688311688311
37,0.0606060606060606,0.2037178309905582,0.0606060606060606,0.2921596921596922
38,0.0,0.148799937436301,0.0,0.2692881192881193
39,0.0,0.1469379105742742,0.0909090909090909,0.341679784861603
40,0.0303030303030303,0.2453010793919884,0.1212121212121212,0.3576479076479076
41,0.1212121212121212,0.2783811306538579,0.0606060606060606,0.3152848834667016
42,0.0909090909090909,0.2433140092231001,0.0303030303030303,0.3154641654641654
43,0.0303030303030303,0.1859376313921768,0.0303030303030303,0.324062049062049
44,0.0303030303030303,0.1974076428621883,0.0303030303030303,0.3122655122655123
45,0.0303030303030303,0.1913831118376572,0.0909090909090909,0.3212481962481962
46,0.0,0.1641333414060687,0.0303030303030303,0.276984126984127
47,0.0303030303030303,0.1820476661385752,0.0303030303030303,0.2865560365560365
